teks,label,skor
alas keren capek kerja gaji,Netral,0
alas gaji sesuai cepat posisi kerja,Positif,1
rencana kerja gaji signifikan beban kerja lembur bayar alas jelek usaha,Negatif,-1
sayang mental lingkung jahat over lembur bayar urus kantor agustus kerja januari tabung,Netral,0
gaji bonus kuat tinggal cari habis situ jerih payah usaha pandang belah mata,Negatif,-1
alas salah gaji kontribusi uang keluarga alas terima sang direktur peduli keluarga peduli usaha pergi,Positif,1
lambat insentif gaji pegawai utama nakes paksa,Positif,1
stres kerja lepas tengok nyawa sikit cakap hadap hadap paksa,Negatif,-1
teman manager pandemi tahan karyawan pikir karyawan rumah mending tutup gaji asih kerja,Positif,1
suasana kantor enak jahat rekan kerja tahan butuh duit pahit,Negatif,-1
usaha capek kerja gaji besok masuk kerja langsung gaji,Netral,0
stres kerja situ fikir duit kalis jahat stres baca seronok kerja,Negatif,-1
kerja nyaman banget cocok lingkung gaji putus korea niat libur cari kerja korona dasar menang,Positif,1
alas kerja lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,-1
jaman kerja pakai alas mental adaptasi lingkung inti lingkung kerja paham,Netral,0
kerja bayar juta begadang tidur come,Netral,0
mbak rasai posisi capek capek capek lingkung kerja jahat banget kontrak kerja pinalti uang keluarga orang sayang,Positif,1
bagus jahat mudah cakap,Negatif,-1
orang lingkung jahat kayak langkah percaya enak alam pribadi,Netral,0
ambil kena kantor alas kantor lingkung kerja jahat gaji kerja alokasi uang tahan kenal putus pilih,Negatif,-1
minggu kerja sombong gara-gara sarjana lulus coba bangun komunikasi jelek teman kerja cepu bodo sehat jiwa kerja kayak robot,Negatif,-1
auto kafir shalat jumat barista restoran jepang mall tempel hotel mewah shalat jumat makan siang tinggal meja lantar,Positif,1
kadang orang luah stres kerja penat syukur kerja ramai kerja kadang luah pakai,Positif,1
sebel orang selesai potensi ketemu orang sikap kerja hadap ajar kembang interpersonal,Positif,1
kaget banget mantan senior salah gara orang jahat banget marah suka grup situ intern grafis kerja,Negatif,-1
teman rsud jawa kerja jawa alas gaji sesuai beban kerja sulit dokter dikit perata dokter problem,Negatif,-1
indra orang alas kena lingkung jahat rendah orang kerja heran banget lambe,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
cakap surat tempoh moga bantu,Positif,1
alas kasih kerja kerja kagak lembur tugas manager,Negatif,-1
nyata orang lingkung kerja jahat bayang parah cerita mbak nyata,Negatif,-1
istirahat duduk komputer kuat tahan lapar pusing takut orang,Negatif,-1
jahat pindah pindah kantor,Negatif,-1
alas usaha rekan kerja,Netral,0
prediksi tutup pecat total alas zona nyaman tolak kerja lembur revolusi,Negatif,-1
habis gaji,Netral,0
karyawan gaji gaji gaji bikin resah paket jahat ganti lingkung kerja asik,Positif,1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
gaji gaji gaji nilai bayar,Positif,1
jumpa jahat,Negatif,-1
kerja kerja kerja masak kasir tamu gaji juta duduk sebentar istirahat manja,Negatif,-1
alas gaji banding beban kerja,Negatif,-1
solusi hadap lingkung kerja jahat solusi cari bagus cari lingkung kerja cocok gampang bekal,Netral,0
pengin kerja alas kerja gaji duit gilir susah bayar,Negatif,-1
kerja gaji partner kerja jahat masuk akal alas partner kerja enak,Negatif,-1
gaji alas kerja orang pribadi kerja julid dendam bingung,Negatif,-1
undang sabtu kondisi alas pindah kerja kerja alas gaji,Netral,0
alas cocok staf kerja kontrak bilang alas alas kerja peluang,Netral,0
kerja lingkung gaji jenis alas biar terima,Positif,1
kerja alas susah target gaji minim jujur usaha lamar,Negatif,-1
pengin kerja alas teman kantor jahat serba salah,Negatif,-1
pergi gaji kerja karut ungkit jahat,Negatif,-1
kayak alas rekan kerja suportif,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja,Negatif,-1
paksa gaji bayar,Negatif,-1
alas kerja masuk akal kadang tuntut loyalitas hitung lembur,Netral,0
gaji gaji pakai,Netral,0
salah alas kantor lingkung kerja jahat sakit mental bahan guyon divisi kantor ning suruh pakai bolpoin mata diam,Negatif,-1
september kemarin jahat kerja kantor kantor senang banget banget banget menang,Positif,1
tidur kerja total laku stop bilang pengin alas capek kerja,Netral,0
alas mental buruk kena penalti surat terang dokter rehat penalti banget juta kerja banget balas,Positif,1
alas kerja tawar kerja gaji kultur kerja koneksi potensi kembang potensi laku alas orang betah kerja,Positif,1
tingkat iring harap syarikat sistem gaji sesuai gaji kerja,Positif,1
telusur bayar lingkung kerja jahat bagus paksa tahan keburu depresi anak orang,Negatif,-1
alas kerja masuk akal kadang tuntut loyalitas hitung lembur,Netral,0
problem kena tolak gaji maki allah plan alhamdulillah,Negatif,-1
salah kuasa otak soak karyawan negosiasi gaji mandiri jejak nilai nilai tawar jual,Positif,1
alas jujur kerja target gaji terima tawar kuat alas usaha mending kayak,Negatif,-1
cewek gaji kerja jakarta gaji juta dapur listrik pindah gaji juta alas bosan,Positif,1
kena henti kerja dorang stres kerja peras ramai benda henti kerja,Negatif,-1
cowok malas kerja posisi jabat berat pilih alas pusing kerja kayak malas gaji kerja,Negatif,-1
gaji alas kerja orang pribadi kerja julid dendam bingung,Negatif,-1
cewek saran alas kerja lingkung jahat beban kerja bikin kuat terima kerja,Negatif,-1
kerja libur gaji tunggu juta cari kerja penjara kayak orang,Negatif,-1
alam kerja maksud kutu loncat alas usaha kantor gulung tikar alas kantor cocok gaji,Positif,1
buka negoisasi gaji laku usaha bilang gaji usaha erti,Netral,0
tingkat iring harap syarikat sistem gaji sesuai gaji kerja,Positif,1
gejolak hati pikir butuh duit tahan kerja stres mental utama dana darurat kerja beban keluarga cari kerja mudah,Negatif,-1
acapkali kerja arah tulis surat kerja utara alami kerja ketidakpuasan hati hadap skop kerja jadual bayar gaji janji pindah turun pangkat,Negatif,-1
inti nyaman lingkung kerja laku beda rekan kerja hasil kerja tekan,Positif,1
mental hadap subang jaya jalan kebun badan letih anak anak layan hara sepah depa hadap cari,Negatif,-1
tingkat iring harap syarikat sistem gaji sesuai gaji kerja,Positif,1
minggu lancar kerja kantor enak banget gaji jarak kerja moga putus,Positif,1
tingkat iring harap syarikat sistem gaji sesuai gaji kerja,Positif,1
contoh surat bahasa bahasa melayu kawan kawan,Negatif,-1
kerja jawat awam putus henti kerja nasihat henti alas sayang kerja jamin takut niaga,Negatif,-1
jaman konten alas personal banget publik kecuali rawan,Negatif,-1
nyata lingkung kerja jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,1
putus pindah kerja gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Netral,0
staff bilang hati makan usaha coba cari kerja susah jaman kerja kayak dasar syukur entar kerja,Negatif,-1
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka kerja takut,Negatif,-1
gaji orang kena orang wajib bayar gaji,Negatif,-1
cakap pahit teruk kedekut gaji buruk contoh alas henti,Negatif,-1
cewek surat kasar lembur bayar bonus juta mending ikhlas tagih,Positif,1
alas lamar kembang peduli kembang lihat tenang lihat loyal pengin ganti penuh,Positif,1
orang luah stres kerja penat syukur kerja ramai kerja kadang kadang luah pakai,Positif,1
capek banget kerja orang jahat salah alas pengin cepat,Negatif,-1
putus kerja cowok kenal kemarin hidup niat kembang alas nyata,Positif,1
orang kerja cocok nyaman jahat beda visi mudah bilang cicil kudu lunas butuh anggota keluarga semangat juang rupiah,Negatif,-1
siang obrol teman kerja alas alas tahan mbak kantor ajar kantor kerja relasi batas rekan kerja,Negatif,-1
karyawan habis susah kerja beritahu alas habis bentak cari kembang,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,-1
tanda patut kerja stres lampau mental mahal gaji keliling orang jahat kaki jilat kerja gaji kedekut,Negatif,-1
nyokap alas kerja percaya minum kerja tidur sakit kepala kerja bikin stres selesai cerita,Negatif,-1
prambanan jujur plan alas lembur pengin kerja gaji potong bpjs,Negatif,-1
aman bilang alas cocok lingkung kerja alas jujur gaji gaji,Netral,0
bilang kesan klise banget alas anggap adek anggap adek kerja doang,Positif,1
genap jahat habis modal modal modal duduk sesak,Negatif,-1
hantar surat start orang dengar majikan koyak kerja jahat,Negatif,-1
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,-1
semangat kerja anak lingkung kerja jahat alas,Negatif,-1
coba lihat pesan kerja situ kerja uang cerita usaha kerja,Positif,1
sebel gaji telat sebel lihat karyawan gaji telat pakai alas kerja enak telat ambil cuti kerja atur,Negatif,-1
minggu tuan putri labu kerja bikin salah alas daerah blok,Negatif,-1
alas kerja lingkung jahat bilang lingkung maksud bohong,Negatif,-1
henti syarikat gaji salah sesuai sekira,Netral,0
masuk kerja galau tinggal anak kerja lihat orang orang banget lihat kembang anak menang lihat moga paham kerja alas,Positif,1
karyawan kerja pola pikir maaf kerja rumah kapai daftar kerja rumah kemarin terima kerja gaji,Positif,1
pengin butuh uang alas capek kerja anak jaman,Negatif,-1
konon pakai alas kerja lepas gaji pangkat manager suruh masuk alas,Negatif,-1
istirahat rupa kerja rupa kerja istirahat kerja bebas pakai kapai langgar hukum atur internal usaha bayar sangon,Negatif,-1
alas kerja salah tidur beranta gaji minus potong,Negatif,-1
tipe masuk kerja alas lingkung kerja jahat,Negatif,-1
kerja gaji alas enak,Netral,0
kawan budak kerja gaji alas kursus kerja pergi kursus kepala,Positif,1
marah kecewa pasang kuat lamar terima tolak gaji terima kerja gaji,Positif,1
alas usaha sabtu kerja cari kerja senin jumat,Netral,0
kerja gaji ambil tawar alas kontrak pinalti,Negatif,-1
halo sender kantor alhamdulillah langsung kerja gaji kantor kerja menang hasil,Positif,1
karyawan habis gaji henti kerja kali karyawan alas klasik salah,Positif,1
halo kerja kontrak izin alas lingkung jahat ganti bagus,Negatif,-1
cewek gaji nekat ganti fase capek banget kerja gaji juta kerja,Positif,1
paksa modern bebas undur tunggu anggap kerja tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Negatif,-1
kantor bagus banget enak kompak jahat gaji seret karir kembang situ alas teman enak cari kayak,Negatif,-1
kakak sender kerja banget gaji slip gaji potong jamsostek saldo kantor bilang arti bpjs gaji kakak sender sedih banget,Positif,1
lingkung enak gaji sedih banget paksa gaji butuh,Negatif,-1
gaji telat telat,Negatif,-1
guru gaji administrasi murid nakal wali murid rekan guru jahat,Positif,1
cewek gaji putus kerja libur gaji juta jujur badan toleransi,Positif,1
alas kerja klasik lingkung jahat jahat gaji cari alas bohong jujur tahan gaji,Negatif,-1
sayang kerja jahat sedih,Negatif,-1
kerja gara-gara rekan kerja jahat susah ajak kerjasama tingkat hati banget hubung jujur alas pakai alas,Positif,1
gaji gara-gara susah cuti libur ganggu syarat gaji cuti ganggu,Negatif,-1
wajar sedih alas utama lingkung kerja jahat atur istirahat makan menit langsung kerja salah mohon masuk,Negatif,-1
kerja cari duit cari jenjang karir duit kayak sender alas kerja normal gaji pikir tenang,Negatif,-1
tanda timbang kronis beranta lingkung rekan kerja jahat kembang usaha jalan,Negatif,-1
alas bikin gaji jahat kerja sesuai minat bahas versi hasil riset,Positif,1
tuju habis lulus cari kerja gaji langsung minimal cari alam kerja kerja alas coba kerja betah,Negatif,-1
kerja usaha atur suka suka manager atur karyawan karyawan izin sakit dokter gaji desember,Netral,0
henti kerja komitmen dana cemas utama komitmen kerja alas fikir,Negatif,-1
coba kerja alas pulang gaji tuntut rendah kayak,Negatif,-1
pilih tahan kerja capek muak stres beban kerja gaji timbang semangat peluk,Negatif,-1
orang gaji rendah orang teruk gaji gaji,Negatif,-1
orang terima tawar kerja rana tawar bagus orang rana manusia bagus jahat jahat gaji,Netral,0
ramai gaji harga jahat beban kerja repek kebaji abai,Negatif,-1
ganti beda kerja situ kerja kerja upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair,Netral,0
alas terang alternatif lingkung jahat cari lingkung kerja dukung kembang tumbuh kembang profesional,Positif,1
capek kerja alas jahat cari muka domba sadar kerja kayak,Negatif,-1
mending mental aman cadang kerja cari gaji mental jiwa raga tekan,Negatif,-1
april kemarin kerja alas sepeda keliling indonesia timur barusan banget telpon kepala toko gaji masuk pesan selesai jalan kerja,Netral,0
alas rencana kerja kerja gaji rencana cari minimal kerja suka,Negatif,-1
kerja rumah admin data dada gaji suruh lantai angkat jemur jaga bayi utama bilang mental lemah,Negatif,-1
rekan kerja kerja surabaya tawar kerja alas keluarga,Negatif,-1
ramai gaji harga kawan kerja jahat susah situ repek kebaji kerja abai jaga anak jaga sehat,Negatif,-1
gedik gedik buka staff bayar alas bayar gaji kerja minggu bayar staff suara hantar surat saman bodoh,Netral,0
orang kantor niat kerja masuk alas sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat kayak sampah bawa virus banget,Negatif,-1
alas biar kerja kondisi kantor bikin jahat manusia ubah lingkung dukung kriminal timbang lihat jahat,Positif,1
bilang alas kuliah alas kuliah kerja kerja gila kerja rodi kerja istirahat mending kerja duduk komputer,Negatif,-1
maaf bingung alas gaji kerja sesuai bingung pikir alas saran alas,Positif,1
alas kerja jahat milik jaga profesionalisme positif bicara kembang ajar cari tantang,Netral,0
malas gila kerja gila alas pakai stres kerja,Negatif,-1
terima kerja langsung suruh banget tunggu proses banget allah nama kerja alas pindah gaji habis catat nomor,Positif,1
tabiat usaha kali alas kerja bagus gaji omong jelek jelek usaha,Negatif,-1
alas kerja masuk akal jaman,Negatif,-1
alas gaji mantap kerja fleksibel inti uang mantap,Positif,1
kerja kerja alas kuliah,Netral,0
alas rekan kerja rekan kerja bocor alias suka,Negatif,-1
kerja lingkung jahat entar alas gara-gara karyawan lebar,Negatif,-1
jahat banget teman gaji alas penuh fakta lapang kerja maksimal pulang gila gaji minim sulit,Netral,0
tolong resmi bank swasta lolos gaji moga putus karir riba,Netral,0
pindah kantor kali kerja alas kawan kantor jahat terima pindah kantor kali mesti kaca jahat,Negatif,-1
gaji banget biar jomplang rasai gaji kabur,Positif,1
kerja alas terima kantor kantor telat bayar gaji kantor ganti sulit kasih alas situ kembang,Positif,1
cewek lingkung kerja jahat kaya manusia kayak gaji salah bahasa binatang pusing cewek aduh putus,Negatif,-1
tetiba alas mesti jaga cucu anak terima kerja banget hitung gaji suami bilang gaji penuh bersih untung suami hilang,Netral,0
banget coba kenal alam kerja alas terima kerja cerita alam capai kerja alas kerja,Positif,1
alas kerja jahat uang lembur kena potong tanggal merah kena potong kerja,Negatif,-1
niat ijin gaji alas capek kasih fasilitas kamar bobo kerja alas asli ipar nafkah masak alas,Positif,1
alas tindak laku cari alam cari peluang sesuai tuju karir ahli kembang,Netral,0
cari ganti kaya usaha cari orang gaji kerja kadang uang makan tunjang gaji,Netral,0
alas kerja usaha bilang usaha bohong usaha gaji alam,Negatif,-1
kerja undang jujur kerja tolong kasih referensi alas pindah kerja over,Netral,0
cewek gaji gaji gaji tara anak langsung,Positif,1
cewek gaji alas gaji butuh apresiasi tugas undang seleksi kerja kerja,Negatif,-1
putus lingkung kerja nyaman jenjang karir gaji jenuh banget kayak karyawan nyokap tuju takut,Positif,1
habis kontrak gaji mudah percaya gaji bentuk tulis kontrak ikat,Positif,1
kembang modal kota ambil alas visa kerja negara,Negatif,-1
arti tahan lingkung kerja jahat faktor gaji tekan keluarga kerja janji,Negatif,-1
konten kreator guru alas lingkung kerja jahat nyata lingkung jahat akibat ulah,Negatif,-1
pandemik bayar gaji selesa kerja relaks fikir kerja henti kerja henti kerja pandemik benda henti kerja,Negatif,-1
gaji cepat,Netral,0
pilih salah harga level tutup bawa gerbong rombong manjur pakai,Negatif,-1
pindah kerja jamin aman terima sesuai kerja lolos alam tinggal nyaman usaha enak,Netral,0
lompat kerja mesti benda bagus sesuai gaji baca,Netral,0
pindah kerja kerja arti enak pikir ayam sayur sesuai koridor kantor kerja pindah,Netral,0
kerja enak ajar tumbuh serve kerja pulang gaji pikir robot,Netral,0
ubah mentalitas malu telat kerja wajib acara kantor urus pribadi debat manusia salah,Negatif,-1
bangun pagi semangat pergi kerja tepu kerja rutin gain mati situ gaji timpal,Netral,0
standar pindah gaji pindah gaji pintar,Negatif,-1
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Netral,0
kerja efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas kerja,Positif,1
kembang karir hasil sesuai harap pindah faktur utama tahan pindah perut hati otak,Positif,1
kerja efek gaji tingkat suka usaha daya tawar orang langsung ganti bisnis gerak cepat alas kerja,Positif,1
kerja negatif marah malas pergi kerja kerja teruk kaki bawang kipas gaji kaki bawang ubah perangai orang kerja,Negatif,-1
hubung kerja kerja artikel rencana asih lindung karyawan hubung kerja kerja komunikasi sehat mental,Positif,1
alas urgen tawar jahat kerja orang loyal terima usaha kutu loncat,Negatif,-1
kenal kerja start kondisi mental pengaruh fisik kena parah rawat inap operasi putus pindah kerja gaji alas pengin hidup mbak,Negatif,-1
tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar,Netral,0
nyata posisi gambar kursi pengaruh banget kerja semenjak pindah meja kasur jatuh kayak leseh ganti kursi sakit pinggang,Negatif,-1
dosa banget tali silaturahmi teman jahat bawa pengaruh buruk putus kontak pindah kerja,Negatif,-1
tiada gaji urus beban kerja wang sehat rupa faktor henti,Negatif,-1
stres kerja situ fikir duit kalis jahat stres baca seronok kerja,Negatif,-1
rekomendasi pindah managemen pasar salah bidang milik pengaruh usaha rekan kerja kasih,Negatif,-1
loyalitas hasil kerja sesuai tawar gaji bangun sulit kembang,Positif,1
bang jakarta bogor kantor kondisi kerja jakarta bikin stres pindah banget beda tinggal kantor kantor tinggal pengaruh,Negatif,-1
alas kerja lingkung jahat lingkung bagus jahat bagus keteter rumah mahal over stres,Negatif,-1
ganggu kerja jabat hormat rehat komunikasi kerja tempoh akta kerja sekira majikan bayar,Negatif,-1
peran milik andil karyawan latar kuat orang kerja gaji gain koneksi bikin kena sasar,Positif,1
pinda akta kerja september cuti salin cuti kerja kerja kena ambil,Negatif,-1
cipta kerja omnibus jalan capai oktober tingkat tajam omnibus sejati cipta negara oligarki mudah sangon upah murah privatisasi hubung kerja buruh,Positif,1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
jahat pindah pindah kantor,Negatif,-1
jurnal riset korelasi jarak tempuh tingkat stres pegawai hasil korelasi positif komuter rentan hadap stres psikis,Positif,1
kantor bikin gaji cepat strategi jangka buah utas perspektif usaha hadap,Positif,1
kerja gaji bawa pulang gaji doang anak muda rugi usaha bawa pulang monitor inventaris kantor biar untung,Negatif,-1
kerja minggu september pinda akta kerja kenal atur kerja fleksibel kerja mohon kerja rumah situasi desak,Positif,1
kerja kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti,Netral,0
jabodetabek wajar alias kutu loncat pindah kerja gaji pindah kerja daerah lapang kerja batas rendah coba,Negatif,-1
orang suka banget zona nyaman perihal kerja cari nyaman gaji butuh lingkung kerja suruh cari tolong kasih paham,Negatif,-1
lompat lompat relatif stabil cetak badai reda asik goreng gaji pindah kena,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
kuat kuasa pinda akta kerja tangguh januari ubah akta kena kait kerja cuti salin gaji jangka laksana september,Positif,1
dunia kerja kantor salah kerja pecat hilang gaji kerja hilang nyawa pindah tugas gaji enak,Negatif,-1
jahat kerja masuk akal rela begadang kerja libur saing rekan kerja kasihan kerja efektif sesuai lihat malas,Netral,0
amit usaha nyata jahat lihat dampak performa kerja efek sakit igau kerja tidur pikir negatif kompromi sehat nomor,Negatif,-1
wajar arsenal arsenal main pindah pengaruh latih uang transfer gaji salah kerja latih medioker,Negatif,-1
salah kerja pilih cari duit nyaman cari ajar alam muda saran cari jahat,Negatif,-1
skala luas bukti kerja beranta pengaruh buruk performa making profesi taruh nyawa jaman kerja tidur bodoh egois,Negatif,-1
pusat ekonomi maju ekonomi raya cemar stres jimat syarikat staff jimat,Netral,0
transfer transfer stres,Negatif,-1
pengin pindah industri kembang coba perhati jual,Positif,1
pikir kembang sehat pilih pilih,Negatif,-1
cewek kerja pulang sore galak kerja main sabtu masuk tanggal merah masuk jarak rumah kantor kerja takut tanggap,Negatif,-1
stres kerja kerja perangai kerja jahat salah punca henti kerja mental ganggu,Negatif,-1
lingkung kerja pengaruh harap cari alam gaji lingkung kerja jahat omong lingkung kerja cibir,Negatif,-1
stres,Negatif,-1
laksana patut kuat kuasa september tangguh cuti salin cuti kerja minggu lepas raja putus pinda akta kerja tangguh januari,Netral,0
wacana buah bibir kerja sorot kerap pergok kerja contoh,Negatif,-1
kantor pulang cepat kayak pulang gila banget bayang pulang jalan jakarta macet parah buka telat buka jalan rumah hebat banget kantor kayak,Netral,0
kena tukar gaji kena lihat faktor peluang staf staf cuti kerja kena angkut isteri angkut senarai,Negatif,-1
kaji kerja gembira stres stres ganggu,Negatif,-1
lompat kenal kawan sorang lompat tukar tukar baju gaji,Netral,0
putus pindah kerja gaji rendah ganti mental sehat tingkat stres kendali temu keluarga damping tumbuh kembang buah salah putus bijak hidup,Netral,0
nyata lingkung kerja jahat alas beliau cocok usaha fokus studi kontrak wajar hitung,Positif,1
padang jawa,Netral,0
ramai cakap zone gain basic bosan contoh pasal gaji pasal suka kerja takut,Negatif,-1
kerja jawat awam putus henti kerja nasihat henti alas sayang kerja jamin takut niaga,Negatif,-1
cerita pecat karyawan kerja kerja kerja tonton kerja bingung lucu marah,Negatif,-1
orang perihal teman kantor jahat tinggal nyata gampang ketemu sindir stres banget anjir stres,Negatif,-1
masuk gaji orang were,Negatif,-1
ramai henti kerja gaji harga kawan kerja jahat beban kerja repek kebaji kerja abai,Negatif,-1
habis tolak alas nasib omset cabang pegang sender capek banget cabang penuh orang jahat gaji pokok sender omset,Negatif,-1
paham kerja jamin gaji pangkat kena lompat,Negatif,-1
halo sender kantor alhamdulillah langsung kerja gaji kantor kerja menang hasil,Positif,1
kerja usaha lokal indonesia prinsip kerja wajar batas usaha gaji beda kerja maksimal usaha harga upaya,Netral,0
sayang kerja jahat sedih,Negatif,-1
pindah kerja gaji pengaruh banget nyaman kerja teman lumayan goyah pengin,Netral,0
stres kerja stres kuasa singkat takut pecat salah hidup stres stres banget,Negatif,-1
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar,Negatif,-1
usaha bilang cari bikin kembang buruk mending,Negatif,-1
cewek gaji slip gaji dampak gaji usaha gaji usaha slip gaji ubah pikir,Negatif,-1
paksa modern bebas undur tunggu anggap kerja tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Negatif,-1
kerja palu gaji orang alami kerja akibat cemas depresi ganggu aspek hidup pribadi kerja bayang berat hidup,Negatif,-1
tukar kerja gaji ramai tuju tukar kerja kerja kaya majikan sahaja kaya,Netral,0
tukar kerja gaji ramai tuju tukar kerja kerja kaya majikan sahaja kaya,Netral,0
wajar tukar kerja pindah kerja gaji loyal gaji tengok contoh situasi,Negatif,-1
buah syarikat rugi gaji minimum,Netral,0
kait kutu loncat manajemen loncat bikin gaji drastis baca kutu loncat rekomendasi kasih orang kandidat,Positif,1
kerja usaha jahat julid salah anak bumn gaji sopan anak jaman kerja,Negatif,-1
pindah kerja kerja pindah kerja gaji kerja gaji gaji,Negatif,-1
cuti ganti takut bilang alay rekan kantor ganti kerja hubung orang kontak,Negatif,-1
utama kerja masuk gaji pakai orang indonesia indonesia gaji habis hidup,Negatif,-1
jalan penat pindah rumah,Netral,0
kerja jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil,Negatif,-1
salah ajar perkara gaji jahat peluang pangkat tukar kerja,Negatif,-1
pergi kerja pindah jabat sahaja utama anak nikmat tukar ganti nikmat alhamdulillah,Positif,1
paksa masuk kerja pagi pulang malam buta hukum telat balas pesan menit paksa lepas alat kena sakit paksa kerja tidur kaki tangan hilang,Negatif,-1
kayak rame generalisasi baca sisi positif kutu loncat pindah posisi gaji,Negatif,-1
hindar ubah hidup takut stres ubah takut hindar puas frustrasi,Netral,0
rela alas usaha banget rumah gaji ongkos transpor rupiah sesal enak,Positif,1
real jalan mesin karyawan jalan mesin karyawan tinggal orang arti karyawan pegang gaji,Positif,1
teman kakak rekrut posisi kerja bikin gaji kakak nyata gaji beda kakak segi gaji fasilitas beda akomodasi tiket cuti tanggung usaha,Negatif,-1
kerja lingkung sehat manusiawi kompeten lokasi jangkau transportasi publik rumah cuti cuti gaji over rendah amin,Netral,0
percaya percaya orang stres kerja kerja berat lingkung rekan kerja jahat,Netral,0
geng mari cari kerja tinggal kerja jahat atus jawat kosong tinggal,Negatif,-1
jahat besok,Negatif,-1
kerja jahat jalan hidup hasil,Netral,0
alas urgen tawar jahat kerja orang loyal terima usaha kutu loncat,Negatif,-1
jahat kerja stop bawang negatif stop dengar orang bawang takut bawang stop cari salah orang bantu,Negatif,-1
kerja jahat rubah darah daging pilih,Negatif,-1
sangka lingkung jahat jatuh karya hidup puji melulu ujung sehat nyaman malas kembang mesti imbang,Negatif,-1
kerja suka duka beban kerja kolega gampang kabur kerikil permisif cari jahat salah ambil cuti salah,Negatif,-1
saban kantor toksik tongseng jahat ciri ciri,Negatif,-1
jahat kerja stop bawang start negatif stop dengar orang bawang takut bawang stop cari salah orang bantu stop orang,Negatif,-1
jahat hubung kontrol pasang sulit dukung curiga kekang bohong terima keras fisik love,Netral,0
mesti sorang stres jahat gaji sikit orang kerja,Negatif,-1
jahat bahaya jiwa bahaya pikir cepat hakim orang jahat ajar sadar hakim orang sadar kadang hakim cermin gulat batin,Negatif,-1
jahat hindar hubung jahat teman jahat moga hindar jahat,Negatif,-1
lihat orang kerja jahat kapai korporat kantor dengar prinsip orang kerja mental enak orang kayak orang kayak erti,Negatif,-1
orang lihat asil lihat ruang lingkup kerja pribadi ruang lingkup kembang bayang ruang lingkup jahat maju pikir otak selesai,Negatif,-1
jahat,Negatif,-1
cari harga lingkung kerja jahat parah zona khawatir gaji orang gaji orang rezeki,Negatif,-1
orang lulus potensi orang letak kerja letak jahat jahat,Netral,0
bawang salah jahat kerja jenis suka puak bawang benda asing orang,Negatif,-1
jahat benda orang cari salah kena kena hina benda alhamdulillah hidup tenang harap kekal kenal jahat,Negatif,-1
mending tahan lingkung jahat bentar lihat kayak kasihan kerja lingkung jahat capek fisik mental,Negatif,-1
kawan sekolah jahat kerja jumpa perangai orang nilai kerja sentuh masuk kalut,Negatif,-1
jahat,Negatif,-1
cari makan situ periuk nasi suka kerja tutup mulut kerja jahat berat hidup gampang,Negatif,-1
jahat besok,Negatif,-1
capek banget ayah mama erti bilang anak kerja anak jahat hati enak kerja,Negatif,-1
susah cari kerja kena teruk kerja teruk penuh jahat kesah pendek kerja teruk,Negatif,-1
asli jahat gosip main perang dingin petinggi kuasa salah manager main tulis bismillah tamat hormat,Negatif,-1
teman kerja kerja minggu kirim surat undur grup banget habis maki grup langsung kirim surat jahat banget suka maki karyawan grup,Netral,0
orang jahat omong suka bikin sakit jahat talk,Negatif,-1
lingkung jahat lingkung jahat jahat,Negatif,-1
ajar hindar kejar sisi buruk jahat malas rajin sisi buruk rajin istirahat kerja korban sehat wajar,Negatif,-1
selamat semangat moga kerja kabar bahagia kerja juang tahan jahat semangat,Positif,1
takut banget utang bayar kerja jahat banget aspek,Negatif,-1
orang tahan hidup lingkung kerja jahat posisi gila,Negatif,-1
tanda kerja jahat kerja lupus bahan jahat,Negatif,-1
